,english,german,arabic,french,spanish,chinese,russian,hindi,indonesian,japanese,swahili,polish,hungarian,turkish,greek,korean,tamil,finnish,basque,bosnian,swedish,lithuanian,icelandic,filipino,yoruba,amharic,georgian,italian,uzbek,irish,hausa,maori,thai,mongolian,romanian,punjabi,somali,dutch,portuguese,danish,slovenian,maltese,malagasy,javanese,albanian,armenian,khmer,kurdish,haitian creole
swahili,2265.491639909161,2320.779413354067,2066.7513322829345,2335.964607515512,2197.087125146459,2323.7864360998187,2368.351863806499,2202.515512141575,2130.3269910814784,2151.461243799462,0.0,2357.269972637172,2459.705642642878,2218.5657655613845,2209.431060724153,2342.9711931944294,2084.6554512142097,2146.4488065468054,2103.612175762574,2273.402105432449,2276.4235667687594,2139.981900421744,2202.7703734270463,2085.0890707578646,2253.3060132554815,2191.004877766806,2159.7061163683375,2221.8663513008364,2207.226321203013,2146.8540401802024,1966.9252584907981,2107.1496630872134,2326.4479233045654,2321.569778666983,2203.2295405317436,1978.9063255214153,2139.084569380715,2380.1481112363685,2193.0907641865856,2349.065095631323,2291.678179024037,2154.8143255936484,2127.1936607662337,2088.2708896218514,2331.469610229523,2341.39819404194,2205.75575327567,2261.234701761289,2304.0846582511467
polish,1990.6464223856422,2022.1057875094837,2396.223741643716,2038.0523721553343,1935.2958869476818,2512.262667497984,1599.6938595332856,2282.8176154881585,2229.4746112971734,2299.9724266154735,2357.269972637172,0.0,2112.1025892962075,2268.1760039742044,2083.795590408228,2344.2400980534208,2280.3987372916467,2084.2592068140534,2031.321253910073,1635.2655192960922,2056.0550028234293,1914.8454273557757,2220.9272994445964,2180.6140988370767,2330.669122908345,2300.6318382903623,2199.125353544179,1901.7322573867298,2277.335062965198,2113.0231399683616,2328.0495818249456,2324.0911955859824,2451.8542858543265,2362.5267320079606,1956.2211989707812,2234.284470695357,2422.9082702103524,2116.827969927919,1966.474180482265,2102.43107300562,1615.7039628437283,2119.258897562728,2173.3631271154904,2213.3500848634226,2204.568141667394,2334.9835912112017,2309.225509909997,2207.858825234323,2093.4400865179177
hungarian,2148.165051439582,2118.1200529497264,2387.3714749164797,2087.0990888105075,2072.3803703737794,2548.9443157749206,2155.388441087718,2313.5538594661757,2218.436317913075,2327.086068896062,2459.705642642878,2112.1025892962075,0.0,2292.7924697052176,2117.190254992611,2357.2125391845684,2281.207397126136,2106.643025671654,2059.6116104596845,2067.1007791291304,2172.585274302582,2051.2063035094316,2269.324979033924,2251.903005864954,2419.4641777466904,2305.6445456613687,2247.4672369942,2060.3553851281335,2356.976985185547,2223.1875427565474,2405.728080028507,2379.5493320609658,2526.771874938255,2340.647330001138,2079.062515845411,2278.3740390933094,2463.1239707518157,2153.275312412563,2081.161070082604,2140.517925634033,2046.9587629677856,2225.038635991508,2224.140558159986,2260.3402894687765,2211.710108610794,2318.0549180495814,2325.8056184590155,2302.9547013602228,2185.0961848349352
turkish,2189.6190322470025,2160.14259660546,2185.9803400401174,2141.6724787131443,2104.5327490381796,2409.7528540214366,2225.977315944948,2254.2914092854003,2109.259551555112,2268.6936997248877,2218.5657655613845,2268.1760039742044,2292.7924697052176,0.0,2165.8204972951416,2434.1641010618123,2162.063262270363,2140.7769744046564,2022.7979382387375,2133.273741349215,2202.433000532113,2097.5368330755036,2208.364091848526,2153.7534764896905,2325.759057142885,2165.1150693009827,2139.6446741168643,2087.1458789742655,1857.6978723130337,2139.6503759684483,2242.029154845004,2255.3302287969573,2403.1179926652117,2180.7673476119276,2061.8442973502724,2146.3264932925786,2334.4469694365425,2213.8616037615698,2104.9914723866473,2212.3312248644593,2205.6196466948727,2201.339582318285,2205.821450431388,2183.624900029869,2172.9146808848836,2231.215362077183,2296.288311196999,2097.209306700658,2212.8499122244734
greek,2056.006864261101,2132.3993060953107,2247.7269913230766,2023.0502431648972,1826.2845665235998,2354.5414454273955,2050.4979804378295,2236.452230637833,2145.370588574472,2137.750737558929,2209.431060724153,2083.795590408228,2117.190254992611,2165.8204972951416,0.0,2254.0964758824625,2129.21599832281,2001.456790281523,1963.6098231330832,2008.7926764163649,2083.4740327736677,1843.9982785846933,2164.4691874711207,2078.564153456547,2236.9189844843936,2090.3054856822564,2043.4037882274206,1829.5789959439674,2180.604350934956,2059.298834681871,2239.399775704203,2162.870771425027,2387.91333005975,2322.767840925972,1925.0582702375823,2112.9435655274106,2296.73739125251,2139.059357055633,1863.2204419026787,2142.4989456063295,2038.9224664925207,2113.6307965233013,2081.059285176227,2206.887401913686,1995.8174685572299,2242.958934893291,2224.2785260258884,2143.180056757661,2087.585875133012
korean,2243.0988297212634,2230.9881114308505,2490.6793428329333,2249.7889746651813,2193.206628996997,1932.7924903495118,2370.1520892207423,2393.856273188075,2208.367413925238,1985.7384657632626,2342.9711931944294,2344.2400980534208,2357.2125391845684,2434.1641010618123,2254.0964758824625,0.0,2353.781494339837,2269.166302903915,2210.230191316557,2302.6826503793127,2309.446705971197,2261.393479470626,2310.049082149067,2205.565134668243,2327.3448306874147,2353.9015289133567,2310.351147977419,2233.49812589442,2432.518054019284,2235.4339006057444,2373.364615847659,2364.129666970563,2409.044859811335,2341.0425461616,2252.337000406227,2345.150696486697,2441.4817031588827,2315.0790677208543,2242.7088962479797,2315.336847390546,2354.216927825735,2327.880137347358,2312.046089696429,2199.967831840873,2381.3207144701187,2389.3772811765625,2306.31858415391,2356.897571224497,2257.502306856646
tamil,2042.7132211628596,2213.0716547319307,2069.5831044246656,2150.7024719638675,2113.97354125479,2383.3228252345275,2244.374106935584,1984.9091796337275,1975.9334216004893,2129.869083200294,2084.6554512142097,2280.3987372916467,2281.207397126136,2162.063262270363,2129.21599832281,2353.781494339837,0.0,1950.9646235322484,1919.9222474198248,2085.714339246208,2127.6116124430364,2002.9316860974611,2098.73776686106,1918.4314272884985,2264.9238282204246,2073.397783127808,2098.259639323118,2132.6237995425226,2191.874387226016,1952.170333820355,1995.0653086583975,2042.8628432632402,2227.137875949408,2348.2028300166803,2034.0220196946289,1707.9812967344521,2204.219425876554,2287.9143718561577,2097.544974317534,2281.1304969491443,2189.8589625440604,2056.629194474348,1911.0873795355644,1984.3146453517022,2290.04294027517,2196.9871879214265,2140.2362293681053,2142.459831027416,2158.5119037948534
finnish,2083.4354229836736,2110.159506289919,2109.2069423870767,2104.4293323847673,2043.2344492242373,2354.9998641897078,2020.5758907513557,2138.392861243834,2035.989041071199,2138.7848265890734,2146.4488065468054,2084.2592068140534,2106.643025671654,2140.7769744046564,2001.456790281523,2269.166302903915,1950.9646235322484,0.0,1956.3774909191418,2035.5514238228543,1894.4823968679182,1868.3702018715262,2011.0508647002373,2018.3323250402766,2251.9952470377184,2119.4921043047475,2063.6145989177726,2040.6502723655128,2215.0271186050495,2030.7408665122337,2098.1081401802962,2110.5767712367247,2337.5954397423066,2277.3605839208494,2027.6617027691518,1980.400779346614,2278.5383761161547,2092.369066672374,2039.5510794759646,2063.2899431691985,2036.7959399269757,2086.8094832193233,2065.2538309204147,2131.9862522446447,2197.005596123108,2178.664936402228,2221.179505544071,2221.962967914408,2147.1752980077104
basque,1802.8828161234333,1959.0077133016512,2059.128671300511,1806.476613657325,1658.3401383700298,2291.77785695294,2033.5176452673327,2062.5017908166515,1952.6518250864294,2033.4553195610904,2103.612175762574,2031.321253910073,2059.6116104596845,2022.7979382387375,1963.6098231330832,2210.230191316557,1919.9222474198248,1956.3774909191418,0.0,1824.6731723421744,1946.8976915187768,1835.4484516586683,2041.19741367092,1868.980571757186,2096.13634006528,2024.7733320821708,1954.4284357951606,1699.5110187245668,2129.6657098302653,1828.5266752505552,1990.5437960337447,1999.1649297773383,2276.9129869150333,2186.563410645378,1718.724619255016,1832.4310212483238,2147.0911251714633,1990.1249214186637,1635.5951561582506,1971.8426841746164,1918.6973589992044,1807.6116725203412,1914.2258089383827,1978.7106516030024,1942.0453342731096,2101.6023717234634,2106.646664873677,2052.9306039199123,1886.6676690009228
bosnian,1823.680876660735,1974.5745699666516,2294.5792075171566,1886.6848336386936,1855.1296616113993,2429.500419235448,1485.0410135210675,2158.381137376198,2118.1411445889466,2173.2724117797707,2273.402105432449,1635.2655192960922,2067.1007791291304,2133.273741349215,2008.7926764163649,2302.6826503793127,2085.714339246208,2035.5514238228543,1824.6731723421744,0.0,1896.6795217754309,1727.477380523056,2036.7776268088926,2037.7195940082506,2208.86520060249,2165.7037736784396,2068.3460438485204,1809.3979769440873,2148.81718321319,1945.6978791531187,2245.2797650128964,2173.415155363298,2416.3514155824746,2272.3318345637626,1737.8152935393286,2033.6520650548182,2350.933104430819,1961.4087025955164,1858.8688536013467,1971.820666972754,1040.6098938794169,1947.3185222684012,2059.0489125647246,2109.6474607053215,2036.0073099005872,2233.1823494398573,2241.4774731967595,1989.1614664767117,1901.611514712776
swedish,1647.479238453349,1525.9741748838899,2229.6970236181087,1874.2070597364657,1854.9772449122697,2512.4975150308023,2071.929481960765,2119.0717661499343,2080.033296484977,2228.7331140384767,2276.4235667687594,2056.0550028234293,2172.585274302582,2202.433000532113,2083.4740327736677,2309.446705971197,2127.6116124430364,1894.4823968679182,1946.8976915187768,1896.6795217754309,0.0,1987.3668972630055,1478.722679566017,2004.8141670291886,2290.681060770067,2197.706944289435,2043.168499786237,1805.4186912128719,2221.2989877473374,1888.821386051492,2196.914201709438,2230.450335279664,2403.508690447805,2279.5772165926805,1858.1004940715839,2004.7537864331387,2276.243224574349,1532.1044624834938,1855.7131291855153,1019.1252568824584,1997.4899897852208,1939.721571058192,1987.7132225068824,2061.8270108925744,2109.934269146714,2218.2700652573108,2228.2675673946824,2129.8567844994654,1938.1649164636942
lithuanian,2027.0411514829107,2048.8048702048413,2125.5925275078907,1998.4713736768517,1976.0852820635514,2297.2958662458254,1845.8784332960743,2119.540135346839,1992.1327429013047,2096.2842866603546,2139.981900421744,1914.8454273557757,2051.2063035094316,2097.5368330755036,1843.9982785846933,2261.393479470626,2002.9316860974611,1868.3702018715262,1835.4484516586683,1727.477380523056,1987.3668972630055,0.0,2049.5749946891265,1956.8819424547653,2208.89899987856,2040.9565391915155,1968.9824633253043,1929.526232104119,2127.604792482792,1984.4436279424867,2138.1863456396495,2115.7262637366352,2277.74260604567,2230.964725020409,1867.6738979355991,1941.1522163373093,2235.2658014396934,2029.4388951365252,1941.017966500396,2043.8389756394267,1816.2654711280068,2052.2896973979455,2032.5017211735674,2081.5380210063813,2030.2247820811122,2123.0270094456255,2246.4061365745474,2072.1304330498247,2099.701615955563
icelandic,1830.3185853878467,1876.0647630770193,2200.1347128089865,2078.7280265244167,1994.17611667429,2403.215258618508,2197.0712973220257,2181.86537838477,2179.8562591675445,2219.0944006752725,2202.7703734270463,2220.9272994445964,2269.324979033924,2208.364091848526,2164.4691874711207,2310.049082149067,2098.73776686106,2011.0508647002373,2041.19741367092,2036.7776268088926,1478.722679566017,2049.5749946891265,0.0,2105.282291820982,2245.572939469764,2174.335219225025,2151.8390492132203,2029.0252763994415,2252.1769572316784,1967.2659136528391,2198.479063937911,2215.693859028801,2389.4685074203817,2313.2325141591764,2042.134258933906,2023.0873344796214,2293.445844225045,1867.679913189057,2008.8376431679349,1595.68313793749,2100.83971175775,2089.876849072935,2039.9134698676007,2130.1487379301293,2187.417330823722,2219.2062709644424,2261.8665691774986,2123.413599852745,2163.5005666796224
filipino,1899.186507803349,2149.9574348374504,2017.5428519482139,2051.0296917497726,1884.8980242863606,2315.1568960636514,2153.7969631785763,1976.4819686606597,1840.3958853003369,2157.5911178905094,2085.0890707578646,2180.6140988370767,2251.903005864954,2153.7534764896905,2078.564153456547,2205.565134668243,1918.4314272884985,2018.3323250402766,1868.980571757186,2037.7195940082506,2004.8141670291886,1956.8819424547653,2105.282291820982,0.0,2256.6460543734256,2190.4870770326447,2062.154730725964,1934.2762736094344,2156.1664755043503,1900.8837755189477,1887.7617399948188,1970.9018216161974,2191.6015184636544,2203.28828878218,1926.9402609615586,1790.6760496906822,2090.4387207227314,2165.583485569558,1903.738103119014,2162.1251876433344,2163.457807544595,1923.3082939499866,1786.919650868383,1787.3115127489916,2239.8594213130777,2193.827210804877,2083.422579515801,2205.1190592706434,2042.319047122175
yoruba,2093.8568698403687,2312.512847706593,2398.4135377750504,2179.8437421583944,2163.2704124474885,2326.28069022193,2394.8497576061886,2388.749466711689,2272.377813446581,2244.4223071542183,2253.3060132554815,2330.669122908345,2419.4641777466904,2325.759057142885,2236.9189844843936,2327.3448306874147,2264.9238282204246,2251.9952470377184,2096.13634006528,2208.86520060249,2290.681060770067,2208.89899987856,2245.572939469764,2256.6460543734256,0.0,2271.1316025637443,2281.8509279283858,2137.419899413181,2366.6695608962846,2097.6374488285073,2210.9121399152045,2307.901701097336,2521.3431441897023,2485.2127474768968,2182.21638360205,2240.9761958260497,2311.185327683428,2281.694730675155,2198.5373219846147,2278.479951753496,2286.751051372358,2229.5020826583986,2142.7514028914475,2239.0223928580635,2361.1815932651834,2491.69866550326,2319.6127067656744,2244.3216735789388,2204.4719765099458
amharic,2140.89888371103,2134.4247505976714,2144.0508819620723,2151.429814149091,2176.557149350129,2344.2281853298673,2224.695205097812,2293.3783262111883,2091.578564894581,2212.460471917951,2191.004877766806,2300.6318382903623,2305.6445456613687,2165.1150693009827,2090.3054856822564,2353.9015289133567,2073.397783127808,2119.4921043047475,2024.7733320821708,2165.7037736784396,2197.706944289435,2040.9565391915155,2174.335219225025,2190.4870770326447,2271.1316025637443,0.0,1942.6123852556498,2155.6431861698043,2186.463126644283,2077.4543973404056,2176.339433889997,2212.315084003501,2393.1639283217482,2375.179525197063,2129.569206579833,2091.347946917894,2259.759369662835,2185.0540099527607,2188.3395920211187,2213.1201368702605,2242.413760343896,2144.7026071496234,2149.2022380275907,2196.6637004458444,2194.929777445169,2278.8636565051306,2319.8186938408326,2054.4998905398793,2226.5524460167176
georgian,2072.15900939882,2044.4944981939805,2103.469171730835,2090.601332607514,2021.1025510924005,2390.4620855730054,2037.1011429289638,2138.2780405668605,2072.656975881809,2140.537564113426,2159.7061163683375,2199.125353544179,2247.4672369942,2139.6446741168643,2043.4037882274206,2310.351147977419,2098.259639323118,2063.6145989177726,1954.4284357951606,2068.3460438485204,2043.168499786237,1968.9824633253043,2151.8390492132203,2062.154730725964,2281.8509279283858,1942.6123852556498,0.0,2015.3409307790293,2093.4237140866107,1997.2214764934167,2117.1825322474538,2151.1766987895767,2373.0415589084755,2189.1211314555553,1966.9219898723554,1984.1221401567038,2218.9492299890903,2072.074181398033,1994.8545691397421,2096.4511575109073,2133.768600213085,2067.1757176228093,2079.867879561203,2126.535195382967,2089.530126592087,2055.891091997261,2174.5569010180634,2094.982027347982,2167.734828526319
italian,1428.4734085279094,1790.6747466714303,2253.880414341278,1189.870150107121,992.4470543163086,2376.357026731416,1971.813953830655,2186.745539433186,2092.0219196220746,2054.57533062872,2221.8663513008364,1901.7322573867298,2060.3553851281335,2087.1458789742655,1829.5789959439674,2233.49812589442,2132.6237995425226,2040.6502723655128,1699.5110187245668,1809.3979769440873,1805.4186912128719,1929.526232104119,2029.0252763994415,1934.2762736094344,2137.419899413181,2155.6431861698043,2015.3409307790293,0.0,2190.2962141658795,1708.8637340207279,2244.3294747097652,2155.667139578968,2465.7808699178595,2279.8582489796895,1319.653471430145,2064.0771969445823,2252.4195274326953,1806.600292083516,1002.7806625123601,1816.721740741954,1890.8087260087968,1585.7241635943874,1933.5926524047418,2052.3154732916532,1835.6272927961302,2212.7822010028635,2183.221738398821,2055.2551489345433,1515.3572860765498
uzbek,2245.159935154623,2279.4430864967353,2112.011984418511,2324.9619973081885,2171.8729830393695,2394.7625350903754,2162.3103437621926,2212.0200123890745,2245.1779725148554,2259.578329753266,2207.226321203013,2277.335062965198,2356.976985185547,1857.6978723130337,2180.604350934956,2432.518054019284,2191.874387226016,2215.0271186050495,2129.6657098302653,2148.81718321319,2221.2989877473374,2127.604792482792,2252.1769572316784,2156.1664755043503,2366.6695608962846,2186.463126644283,2093.4237140866107,2190.2962141658795,0.0,2122.904644550781,2182.8409855638315,2271.4026286105336,2412.8798502758073,2136.3630632622653,2181.8695048763248,2031.9202695162558,2206.4720475928416,2284.8166589384855,2182.010887692339,2353.0547123670603,2200.064964762837,2196.4549755471485,2141.7715652709794,2234.4696198256115,2319.173196378635,2220.517745425973,2280.180581325088,2171.0417994521713,2287.4064505327256
irish,1335.1434381155696,1840.420655630437,2119.4455419802143,1697.7057905545919,1707.074382011667,2311.8075517735265,2109.2625548745627,2102.7608598561415,2079.4243353373386,2062.631606494109,2146.8540401802024,2113.0231399683616,2223.1875427565474,2139.6503759684483,2059.298834681871,2235.4339006057444,1952.170333820355,2030.7408665122337,1828.5266752505552,1945.6978791531187,1888.821386051492,1984.4436279424867,1967.2659136528391,1900.8837755189477,2097.6374488285073,2077.4543973404056,1997.2214764934167,1708.8637340207279,2122.904644550781,0.0,2050.0916974893307,2047.913323048719,2252.120239128753,2178.039272559241,1765.612377965462,1880.3238199651248,2157.4220339258864,1905.6248845971734,1718.3229603539316,1907.3685250921442,2046.0992774628103,1790.5699090884193,1843.4183952616709,1974.159532764608,2037.2368235445758,2193.658638987761,2032.9157810777308,1972.69879997695,1862.0357833141825
hausa,2236.26882762897,2392.691499603254,1909.0591860576317,2319.933239217453,2177.4763856217733,2387.512759428105,2394.5903724479995,2038.3674252529045,2085.0807631058246,2192.7301411622493,1966.9252584907981,2328.0495818249456,2405.728080028507,2242.029154845004,2239.399775704203,2373.364615847659,1995.0653086583975,2098.1081401802962,1990.5437960337447,2245.2797650128964,2196.914201709438,2138.1863456396495,2198.479063937911,1887.7617399948188,2210.9121399152045,2176.339433889997,2117.1825322474538,2244.3294747097652,2182.8409855638315,2050.0916974893307,0.0,2090.7197508987074,2243.796942838967,2352.4881638872725,2200.2563166089208,1824.9105718973567,1998.3581821538123,2415.512270313206,2184.3330437172585,2410.35288960711,2370.5552089118232,2171.1893483579015,1957.8395555850634,2057.783348665353,2359.075186101705,2262.5457483051546,2184.373854764054,2223.9142507752317,2312.6661985093197
maori,2230.8710157507016,2345.8050946628314,2101.1255181993615,2274.9542333446834,2180.0141457598675,2341.060858907006,2339.810861379582,2026.9568315121332,2052.8453778728176,2126.3929245951726,2107.1496630872134,2324.0911955859824,2379.5493320609658,2255.3302287969573,2162.870771425027,2364.129666970563,2042.8628432632402,2110.5767712367247,1999.1649297773383,2173.415155363298,2230.450335279664,2115.7262637366352,2215.693859028801,1970.9018216161974,2307.901701097336,2212.315084003501,2151.1766987895767,2155.667139578968,2271.4026286105336,2047.913323048719,2090.7197508987074,0.0,2244.308212120777,2320.1772798235343,2144.682870212965,1870.4678895495535,2181.7564873071647,2369.017656681676,2170.173306139925,2369.318639303266,2290.2398556717444,2209.046815133578,2011.1860048851038,2058.0615646170686,2339.79398614516,2178.80368967335,2139.3204128687807,2238.470516709888,2300.997334189481
