,english,german,arabic,french,spanish,chinese,russian,hindi,indonesian,japanese,swahili,polish,hungarian,turkish,greek,korean,tamil,finnish,basque,bosnian,swedish,lithuanian,icelandic,filipino,yoruba,amharic,georgian,italian,uzbek,irish,hausa,maori,thai,mongolian,romanian,punjabi,somali,dutch,portuguese,danish,slovenian,maltese,malagasy,javanese,albanian,armenian,khmer,kurdish,haitian creole
swahili,2205.36526039929,2303.645256383471,2082.852743938995,2318.088638093136,2237.1930867755545,2315.4732062406224,2342.5648408116326,2179.03818490777,2025.1254669352104,2130.300894760149,0.0,2354.4732544687813,2413.741524664233,2189.9004524353018,2239.817465937844,2311.19921594899,2030.4663608273806,2133.8429367446383,2099.332958518003,2228.2432410998995,2219.06134861515,2140.4019240013017,2169.8929070655277,1963.347942202657,2182.061150220845,2074.9402533538755,2175.4693830301194,2243.5403865011635,2276.10883737959,2118.6131952824144,1988.0892694025013,2075.7253069992694,2343.4527797880455,2335.7573158250934,2157.9093151137536,1960.88434332729,2156.5673699222575,2328.662107714127,2205.6716811742326,2356.655431596822,2322.454759817998,2110.1698275507856,2030.2423839896665,2003.5795204294377,2276.8093116892132,2292.9633214252935,2223.7327367338353,2249.404601007065,2283.5821223590046
polish,2124.999635718894,2163.344108572697,2412.824496398662,2160.8777200418813,2024.8392653422097,2457.099725949579,1496.2110478854609,2356.17021006882,2308.0683312793108,2355.4596676604942,2354.4732544687813,0.0,2178.652025472095,2273.951348239427,2103.0769044634635,2424.7437453763487,2340.605312617889,2193.4919189898465,2127.1516926170793,1549.6843339533136,2136.698356255707,1938.2811449570797,2243.9417616386163,2245.2940882579987,2369.0881576561655,2309.8099518797126,2287.4043818879427,1994.1344735336568,2272.8645001291343,2136.457380072634,2353.41128566026,2348.3744757407258,2518.9816374918805,2398.278390645124,1970.9722438418992,2256.9927887651925,2412.788660735724,2118.2923151355967,2031.4074475356983,2154.932207649128,1552.679953240095,2309.853635687421,2217.160770174564,2328.28217542652,2180.4919735027347,2337.8722715716895,2357.711261598157,2239.143264305624,2228.8337892652894
hungarian,2214.415571893545,2165.264628057191,2463.2943148544878,2204.497390436182,2158.7825047160395,2532.9222605370487,2226.4146082983257,2380.0927229253166,2252.1228310520964,2376.3295601756404,2413.741524664233,2178.652025472095,0.0,2340.9239989337643,2200.534082005523,2365.633307050658,2375.0722926516887,2159.324477615267,2147.969806811939,2099.9046875577983,2227.5910447194274,2085.3242800513635,2272.0459075817635,2287.1901748904006,2418.2701171074596,2344.0815327626947,2280.3318724219016,2142.68052249814,2389.823384170795,2250.280998218501,2434.468699776762,2418.28859812452,2556.055320697306,2383.9322980866536,2124.3257097658366,2381.7117624579732,2449.282295865673,2168.6206141938087,2160.6832182212906,2205.5462699945747,2130.4294837277303,2378.6872698674606,2282.1050577006677,2356.373824246857,2231.6807401091305,2358.2060451404527,2399.2120359300734,2340.2911538702997,2272.6327844450107
turkish,2276.5509730916147,2280.5640466021605,2245.4147011474706,2202.652223062752,2218.004558889841,2436.288411128047,2300.1674145680627,2308.6735784584157,2148.7492489559677,2244.6764837280584,2189.9004524353018,2273.951348239427,2340.9239989337643,0.0,2256.8077761760533,2389.167657985162,2197.0568520936426,2213.808750249111,2087.723179281336,2211.67024068618,2232.2650940869803,2135.9222180753854,2250.4881768621426,2192.796225346138,2368.26900961296,2202.506543559565,2193.190610326339,2173.2352994925145,1743.5966073300458,2224.914388599382,2184.002861425869,2303.514171034318,2461.732354778608,2185.1997522832394,2114.97619783404,2197.790680853231,2361.8409216295695,2303.1095975821922,2219.724658681109,2238.6227171685555,2271.2073202919464,2275.38971289806,2212.855662352301,2180.082950596528,2228.0831157067787,2244.068512660805,2282.286062643317,2151.0297423784355,2323.2803358957412
greek,2185.256711832148,2210.3534275957677,2302.393849334816,2073.9390090277993,1905.0900990911975,2384.7266402904042,2107.2960674763226,2242.9922610092685,2167.3593857778706,2161.4363006588133,2239.817465937844,2103.0769044634635,2200.534082005523,2256.8077761760533,0.0,2318.904129111823,2186.140241420988,2064.6337486187567,2030.2776234743203,2044.9868894061565,2182.3625406780397,1911.3356054647459,2155.649130989179,2123.3779305290177,2290.998460423494,2139.2096088139397,2083.60026078371,1917.6636858444972,2202.089086704849,2062.3798317833116,2256.410567912674,2148.0750263681493,2475.7882820585846,2317.6073840470654,2008.2906568235176,2112.3396091414997,2263.819596514369,2129.966315720549,1948.7217671445276,2208.2935002132854,2065.6814172186773,2242.9603533304153,2117.460218234698,2254.081727968693,2162.2459594624984,2201.4039765573466,2262.926654037163,2230.360584220535,2165.344405041614
korean,2330.368685713108,2295.9986879725884,2472.7031797825334,2255.2280660865104,2255.9694925168706,2078.4407855407208,2423.3510652663476,2355.330428747806,2204.9376139124647,2117.4858294483,2311.19921594899,2424.7437453763487,2365.633307050658,2389.167657985162,2318.904129111823,0.0,2367.1370396305956,2306.6856494996655,2279.8044370765565,2319.3017899604824,2392.4766553220447,2301.4609034077153,2352.746704417265,2226.673450945102,2361.2491921893634,2352.4261707218207,2372.1796622867264,2291.330984436403,2455.4682491118424,2299.1298969703757,2383.4055763225288,2379.0986875577555,2427.761397188808,2314.060824602166,2306.1252428183066,2332.148183706129,2383.3823652594942,2339.3637112233146,2272.4109877524097,2334.28295087849,2338.889077431074,2424.137630368154,2306.6176233383,2247.252760607008,2369.619025258665,2419.3641773135187,2304.4639487137297,2412.5292120449058,2333.6445326068774
tamil,2124.7424367981307,2298.555161310969,2120.716178882847,2244.7441164471875,2196.434897889177,2409.9539131419906,2302.5932307706767,2109.756501465645,1997.1833162657986,2150.6743436823485,2030.4663608273806,2340.605312617889,2375.0722926516887,2197.0568520936426,2186.140241420988,2367.1370396305956,0.0,2009.150370153577,1945.9143121525724,2106.6263809771726,2121.963656039243,2023.4691277074849,2088.0551503183297,1914.3510517326708,2260.579860524331,2103.421822279521,2080.157414496195,2144.306311652621,2255.364971374738,1992.5736430114857,2009.559024315753,1959.5769768971206,2281.0798796740924,2291.625969045102,2055.7464116934257,1816.0981945973715,2225.057555790977,2288.1658454063263,2216.073985035828,2304.237859405151,2203.6281848046483,2153.17149322084,1979.953144900169,2029.9500477240445,2289.5469719936827,2194.805941570162,2096.715340440816,2189.8973907862674,2213.0662847736576
finnish,2125.506126087057,2150.279934700355,2111.590458925347,2128.7177581721617,2081.8466192676838,2295.986279767733,2136.5458157970834,2144.1869126619663,2015.453645027315,2145.921668624419,2133.8429367446383,2193.4919189898465,2159.324477615267,2213.808750249111,2064.6337486187567,2306.6856494996655,2009.150370153577,0.0,1957.8486123156492,2023.3413440865595,1939.698352137539,1908.6391277021282,2016.9765657594828,1995.5853293783034,2275.9679855604145,2157.986295569831,2097.6164532106623,2072.2605524508986,2201.2146217590703,2066.0615583906097,2087.734047816485,2106.1325298660936,2306.9226309367536,2253.436270468026,2040.6595868533684,1994.5935994720867,2225.533915201149,2151.459318306121,2088.96568679122,2068.9102578686893,2068.7191011543023,2162.565886906269,1984.3550605878686,2133.884091915546,2197.782222085469,2171.639239197936,2215.0885196063214,2242.835929937366,2158.391399569805
basque,2060.173094874861,2077.2005019067888,2029.5471276978415,1959.3032299703152,1822.9144125942455,2217.6208898814916,2115.0857205778625,2070.1688406127323,1934.9474874663445,2075.8977701777803,2099.332958518003,2127.1516926170793,2147.969806811939,2087.723179281336,2030.2776234743203,2279.8044370765565,1945.9143121525724,1957.8486123156492,0.0,1930.1172112663119,2025.3156243230414,1912.0053328251572,1979.9863624873528,1889.8500021066807,2180.0476576172973,1984.663784410571,2020.1774018766525,1878.526381723212,2167.8026264720665,1937.4610560343872,2011.0001500118526,1937.1332076196934,2281.639573182272,2217.0981398747476,1841.1045782552726,1831.7052486212835,2119.560788685766,2056.8711029416,1842.0778523317713,2101.421408327461,2010.2810524873591,1931.3848324563978,1902.6191312892213,2029.401647169292,2056.330403502854,2103.028557496415,2117.7700504434347,2080.916342913839,2014.438643630174
bosnian,1867.3057043096826,1982.1170995317918,2302.787889650888,2003.5048736204349,1933.498050650044,2418.128233799125,1475.4200463546697,2253.1989421703997,2112.090137260673,2207.130496789736,2228.2432410998995,1549.6843339533136,2099.9046875577983,2211.67024068618,2044.9868894061565,2319.3017899604824,2106.6263809771726,2023.3413440865595,1930.1172112663119,0.0,1898.2400289514458,1758.243336349446,1969.525939603092,2004.319675962382,2227.545350541863,2121.5715196011315,2104.658199723115,1867.8128583468654,2133.072710017034,1916.191536096079,2231.27189234816,2154.8066688076183,2416.3401194718917,2278.8320502460297,1819.704452292895,2058.4986546320933,2267.193140800325,1949.636873914099,1915.5340417979235,1909.9504956247956,937.6808510992482,2076.5516228161478,2008.369022985867,2083.2203100289958,1985.1785802120348,2210.5025081017816,2240.2651086837714,1986.5722574642366,2026.2695813710275
swedish,1405.037718046083,1483.7310162545032,2217.8608219452626,2047.6733468406337,1998.287705622699,2466.785561962533,2103.697333014813,2121.337350201618,2074.868859217383,2175.3451002899874,2219.06134861515,2136.698356255707,2227.5910447194274,2232.2650940869803,2182.3625406780397,2392.4766553220447,2121.963656039243,1939.698352137539,2025.3156243230414,1898.2400289514458,0.0,2029.9874917988918,1211.994264594586,1978.9091508213764,2267.8244457544956,2275.5458138908207,2165.2041370494126,1979.1209755006732,2270.804824187166,1883.5440464659912,2138.8670815933,2155.3729368035874,2402.2015169025844,2319.648349922823,1930.1324876774204,1984.1139313673332,2231.2978612142133,1442.5048488432396,2000.573392447423,929.6087664473309,1980.655569667275,2050.5305881698287,1954.9428396050255,2052.0912718080713,2199.688177421593,2181.267049974558,2140.343703659144,2101.9155330043186,2037.1307945823628
lithuanian,2099.605704150661,2047.1496781874944,2168.9902283222314,2037.404113537997,1998.3861746502344,2314.3200622852514,1869.6094438107475,2218.0602353744534,2029.0250327455449,2137.5180171262805,2140.4019240013017,1938.2811449570797,2085.3242800513635,2135.9222180753854,1911.3356054647459,2301.4609034077153,2023.4691277074849,1908.6391277021282,1912.0053328251572,1758.243336349446,2029.9874917988918,0.0,2030.691675619271,1985.3701490931414,2249.0456810885607,2025.453841382968,2019.1409520442992,1970.3941537969845,2162.911739235412,1995.5465635299004,2150.4338876333713,2123.50655551988,2368.8658190231076,2252.5271190479057,1918.5816410776247,1968.7646888306385,2257.106519506603,2084.2021767471524,2023.032449946127,2004.3688292193988,1757.2020089664782,2090.6766887214785,2076.225340079388,2108.357817930694,2066.3918536548686,2164.6137077302556,2234.626897336047,2026.5632989115838,2089.672790863114
icelandic,1479.0979110068695,1653.7567241875965,2215.5003098445472,2075.737267809047,2063.936073509224,2395.151853948139,2206.591795811891,2146.3738615582856,2109.7611361740883,2115.914632056337,2169.8929070655277,2243.9417616386163,2272.0459075817635,2250.4881768621426,2155.649130989179,2352.746704417265,2088.0551503183297,2016.9765657594828,1979.9863624873528,1969.525939603092,1211.994264594586,2030.691675619271,0.0,2035.8020567974881,2208.803605854259,2174.5695483085133,2100.0958805859714,2022.831721876841,2234.756634147637,1860.8907614902066,2120.6905752483667,2164.3349810034356,2373.2043750407997,2254.595126896792,1958.9034736199387,1967.5393402499058,2247.4612242199732,1640.56926925352,2068.5021227869784,1240.4540586701237,2061.2541734666993,2055.0743449452993,1987.5576974152511,2045.2749147211903,2128.6905082732374,2121.8559593229843,2173.7344314987427,2057.246508531931,2056.2432837664883
filipino,1939.781719774232,2151.896091453943,2102.965159094775,2193.281179980728,1995.0581918796486,2321.4868924312696,2247.5076606427447,2052.756010261938,1771.0554435293745,2171.8036571197713,1963.347942202657,2245.2940882579987,2287.1901748904006,2192.796225346138,2123.3779305290177,2226.673450945102,1914.3510517326708,1995.5853293783034,1889.8500021066807,2004.319675962382,1978.9091508213764,1985.3701490931414,2035.8020567974881,0.0,2144.343574791637,2153.922844876748,2115.077275210578,2046.889916710203,2187.942580138433,1884.6902746028013,1883.0770463315907,1926.3815140868705,2251.5397554669726,2200.8670902631893,2004.285903520484,1778.3503197059963,2056.99763221998,2151.322595604298,2003.304638485992,2144.7539356074067,2136.9215228193757,2027.1970562907914,1707.340403917926,1720.3522344140706,2227.6653649366244,2143.837900506537,2038.3492396247905,2181.3231768077117,2046.513127048637
yoruba,2072.2694017544572,2285.4431963262987,2453.267939994145,2210.0955286798735,2277.0190467335747,2384.9226421092553,2405.5830912479846,2500.8601259754705,2298.994021364078,2204.8178027034846,2182.061150220845,2369.0881576561655,2418.2701171074596,2368.26900961296,2290.998460423494,2361.2491921893634,2260.579860524331,2275.9679855604145,2180.0476576172973,2227.545350541863,2267.8244457544956,2249.0456810885607,2208.803605854259,2144.343574791637,0.0,2235.4676169538516,2320.1603198170264,2173.1727743877427,2355.9753325433344,2087.4325832692316,2148.2199548943086,2285.012816651888,2549.0224009477924,2370.800070569125,2226.572218916971,2246.929547555716,2361.65480616184,2267.124470749531,2234.0542972072553,2259.672894077398,2281.623377801082,2212.823247006125,2091.8772769876,2187.2751393450176,2309.2085145371652,2439.406420489817,2307.7687081231,2197.115633562802,2190.7485892858476
amharic,2103.9352582968327,2150.263153035228,2174.998657293644,2156.933629250192,2225.8021481122587,2307.04172132172,2217.083250068656,2320.7498410636285,2059.4151514090213,2155.1136192221675,2074.9402533538755,2309.8099518797126,2344.0815327626947,2202.506543559565,2139.2096088139397,2352.4261707218207,2103.421822279521,2157.986295569831,1984.663784410571,2121.5715196011315,2275.5458138908207,2025.453841382968,2174.5695483085133,2153.922844876748,2235.4676169538516,0.0,1976.5586058553456,2137.661255838989,2213.306453376264,2054.027047336271,2132.5801811155234,2178.45720311545,2378.7783135313375,2369.6730716564985,2130.6832274652675,2083.4534029907722,2203.937061591546,2185.083536461083,2228.6653684271682,2226.105656671653,2223.735196249419,2072.2789979450217,2105.431710632651,2172.4426039565265,2189.521279251639,2268.480661740408,2245.5001874907257,2010.8910473662827,2235.5836837211864
georgian,2195.61029729967,2145.0163368462067,2151.1577806700325,2211.8108770226754,2164.497524207696,2336.5183894591364,2172.640277002905,2221.5626404987356,2101.0969712944166,2217.4953144303795,2175.4693830301194,2287.4043818879427,2280.3318724219016,2193.190610326339,2083.60026078371,2372.1796622867264,2080.157414496195,2097.6164532106623,2020.1774018766525,2104.658199723115,2165.2041370494126,2019.1409520442992,2100.0958805859714,2115.077275210578,2320.1603198170264,1976.5586058553456,0.0,2134.6137866843064,2116.6896546133444,2100.630917110471,2141.9604639819313,2142.0443030622073,2375.5946229476676,2243.841142314454,2085.855021604166,2000.3608966103263,2238.507692449697,2170.724611697716,2114.4084379106457,2178.8268702229625,2144.7605259516217,2160.4691489665533,2127.4333970191446,2141.441648924273,2159.753487550179,2080.560315854416,2219.0914813584122,2134.2877111259572,2233.8517450276163
italian,1873.3448419163935,1931.3154334341552,2301.127480807798,1298.7831793078658,1169.6255786955546,2348.361619886,2058.453328792049,2242.460173127589,2131.005262029074,2198.3044927166234,2243.5403865011635,1994.1344735336568,2142.68052249814,2173.2352994925145,1917.6636858444972,2291.330984436403,2144.306311652621,2072.2605524508986,1878.526381723212,1867.8128583468654,1979.1209755006732,1970.3941537969845,2022.831721876841,2046.889916710203,2173.1727743877427,2137.661255838989,2134.6137866843064,0.0,2212.0950645364796,1849.6556841098695,2260.572946668237,2213.282247689412,2509.98080209543,2298.3645977611395,1428.0980713296588,2164.498653688898,2265.7524630436183,1924.8883904993702,1153.3335409752497,1940.5972115918821,1878.3463132863687,1911.728818454317,1977.234120160201,2140.0555062586805,1929.3346999899818,2220.2957180120443,2215.073841644097,2108.807752470231,1652.9708422662727
uzbek,2280.992089417368,2361.731409874206,2216.1992423199863,2352.3012268356874,2234.5195165177142,2395.312211241942,2198.6242102072156,2294.028000426482,2276.2148593799243,2286.5944131212673,2276.10883737959,2272.8645001291343,2389.823384170795,1743.5966073300458,2202.089086704849,2455.4682491118424,2255.364971374738,2201.2146217590703,2167.8026264720665,2133.072710017034,2270.804824187166,2162.911739235412,2234.756634147637,2187.942580138433,2355.9753325433344,2213.306453376264,2116.6896546133444,2212.0950645364796,0.0,2174.4524795641337,2249.7523857929673,2270.267390083295,2483.3873110101,2128.565184212801,2213.4995354435946,2157.3912747965132,2276.593082033267,2353.3659266753098,2257.2389041046986,2296.7700037950767,2182.153873727511,2221.6646949279657,2150.6532104573394,2284.604863906602,2316.283234074949,2235.217639312032,2351.6215068330794,2191.1376904486833,2353.606692267378
irish,1441.3533768899167,1862.9290757793376,2135.7041404598167,1884.2632231670975,1898.5733495516104,2276.4772282387667,2165.20800432563,2109.7884353184354,2026.3488626185695,2138.7999661687186,2118.6131952824144,2136.457380072634,2250.280998218501,2224.914388599382,2062.3798317833116,2299.1298969703757,1992.5736430114857,2066.0615583906097,1937.4610560343872,1916.191536096079,1883.5440464659912,1995.5465635299004,1860.8907614902066,1884.6902746028013,2087.4325832692316,2054.027047336271,2100.630917110471,1849.6556841098695,2174.4524795641337,0.0,2043.199033831196,2030.684763907307,2272.632176937282,2147.063415152468,1872.5757488982015,1866.0518584234312,2097.1545758777447,1851.7737028574684,1861.5843656593681,1827.2644997806524,2018.5795476891185,1936.9127240344812,1810.9773966995722,1928.4468348253172,2034.0905693762243,2145.7847632886983,1975.8493176788322,1989.9115946266243,1926.4039380547367
hausa,2187.5279189606395,2302.7749952640547,2014.5378262517868,2367.2264375513364,2218.5199540024378,2349.335924431303,2399.1422784441575,2136.074193942468,2030.5757966926303,2168.6446698598293,1988.0892694025013,2353.41128566026,2434.468699776762,2184.002861425869,2256.410567912674,2383.4055763225288,2009.559024315753,2087.734047816485,2011.0001500118526,2231.27189234816,2138.8670815933,2150.4338876333713,2120.6905752483667,1883.0770463315907,2148.2199548943086,2132.5801811155234,2141.9604639819313,2260.572946668237,2249.7523857929673,2043.199033831196,0.0,2069.7683165132257,2255.528980752837,2302.2791558122067,2162.1922797714483,1877.3828112788285,1994.578941795491,2293.517305427475,2215.031900633091,2328.443516420503,2331.723639789927,2190.811432868335,1953.0784772037143,1975.3891587897165,2323.5104986310103,2244.238160794134,2151.475871879716,2225.4567065751335,2240.186526537801
maori,2189.451878738019,2281.466500036482,2153.558481763526,2291.011070765437,2183.651521172593,2312.236140301301,2350.3615050990556,2109.7882053091685,1981.6747533553357,2096.2011160231946,2075.7253069992694,2348.3744757407258,2418.28859812452,2303.514171034318,2148.0750263681493,2379.0986875577555,1959.5769768971206,2106.1325298660936,1937.1332076196934,2154.8066688076183,2155.3729368035874,2123.50655551988,2164.3349810034356,1926.3815140868705,2285.012816651888,2178.45720311545,2142.0443030622073,2213.282247689412,2270.267390083295,2030.684763907307,2069.7683165132257,0.0,2322.633618226763,2275.6990703836836,2173.7098586771035,1891.0071226477917,2212.9092829970796,2266.908518885176,2189.8357778587483,2308.3643746423813,2253.262463710574,2167.027372718716,2016.5260673924624,1980.9228796367458,2289.351042488115,2191.326657632718,2144.3929368419294,2226.844677735246,2321.728369877032
