,english,german,arabic,french,spanish,chinese,russian,hindi,indonesian,japanese,swahili,polish,hungarian,turkish,greek,korean,tamil,finnish,basque,bosnian,swedish,lithuanian,icelandic,filipino,yoruba,amharic,georgian,italian,uzbek,irish,hausa,maori,thai,mongolian,romanian,punjabi,somali,dutch,portuguese,danish,slovenian,maltese,malagasy,javanese,albanian,armenian,khmer,kurdish,haitian creole
swahili,2001.9597326153284,2162.4009190703914,1992.1828389274294,2110.6401248820484,2016.1426202563716,2199.8673666075497,2228.407484185102,2100.5220896850515,1949.9053255717765,1995.946251445733,0.0,2178.3664376515076,2291.530769693774,2105.0507387837624,2106.284793703818,2213.0091582960226,1930.1007338060442,2035.824913679877,1946.0874088093701,2075.005381632178,2081.6339732468755,2019.4208764366285,2079.196317471729,1837.9012018053104,2070.0711394217583,2019.8645180651656,2006.011686771859,2033.0081460533668,2053.1693934962227,1910.7847861531816,1862.1025519589866,1988.0988593821655,2144.8922047337583,2142.424651907853,2031.0908637291957,1858.3242971941493,2017.6270458316865,2200.0007570940247,2004.94405163292,2175.892458846555,2154.822792857123,1989.5817500324138,1929.6123489037316,1906.361889202582,2145.9717069095054,2173.5661170691687,2055.7946981839923,2027.1530099366692,2022.3333750503082
polish,1803.3519398333924,1916.984666983697,2329.4175834072657,1851.779059582053,1845.0229311498015,2377.2253255164874,1488.8589834376019,2176.5870406997515,2042.2067151487188,2171.397179150154,2178.3664376515076,0.0,2068.350054440534,2149.9562531142333,1979.6251258468862,2245.9810632325807,2160.779627117362,2025.6419133032196,1884.1807387454382,1509.5013738528528,1874.690292457449,1801.4339872948028,2149.602070174881,2006.6531253683183,2116.9619007867013,2120.8235133389867,2022.4969376323115,1778.2125066256842,2095.993860941992,1938.9257118538658,2204.4742210703944,2202.022636938899,2297.8132355031807,2206.9603163028783,1758.5908190561297,2127.374899763477,2216.583956839503,1923.887877080565,1794.379839280979,1930.425523790652,1528.3832473400828,1923.6366375926073,1934.9973232725847,2050.1053607226086,2020.6909935568904,2187.8279979046397,2134.5585013914165,2031.4648663424196,1847.1560355909141
hungarian,1967.6263904180933,1966.5148836419007,2319.0384306086294,1978.6816424720423,1927.0676763890024,2465.90841752443,2018.2238452680826,2212.941980166247,2038.6855135006128,2230.8606289644595,2291.530769693774,2068.350054440534,0.0,2139.871122850978,1947.297024704389,2286.732268343978,2164.6539592864215,1927.5110124059538,1928.7085341374611,1932.9912697592108,1999.7301479679968,1895.9205322940732,2125.2127942428688,2117.9265302392873,2245.422390794775,2114.6033735447086,2047.5944004405515,1929.4613041228522,2107.863578280619,2045.6276746685426,2309.226687351954,2278.4323905526458,2398.7602314248543,2172.436622918378,1944.0992401365572,2215.46646102637,2295.0536922371202,1967.4496152817565,1928.3700444680653,1929.301383083195,1927.3784152527958,2088.767593594239,2054.7561354116915,2074.2110284511145,2071.080291454475,2132.076205643417,2188.198465213059,2157.7392056968893,2013.331473926743
turkish,1976.82237092026,2040.5685508386323,2085.4421739723307,1974.8622070002891,1968.1702684679897,2378.69947990912,2113.0467515082605,2165.663863598159,1972.7736881440094,2140.5564876630438,2105.0507387837624,2149.9562531142333,2139.871122850978,0.0,1998.58159483926,2271.8762517721448,2059.9626876711854,2048.136488357696,1974.4098827222326,2026.602390179639,2042.745434330372,1889.6440030131696,2135.048413736451,2041.5793815281347,2194.076633672184,2001.8790776726896,1986.9361059779003,1967.273447199659,1718.208090661649,2038.376637508336,2120.255187402172,2181.382797920768,2274.580384024283,2067.7996538672005,1925.8291643743335,2066.6680586064185,2244.398245871557,2035.6140165197876,1955.596599401793,2033.2324140051367,2064.5211191506855,2030.0883020460963,2052.3596899137597,2033.9839014165852,2025.1546785296314,2130.536466519099,2182.867615044224,1968.5400300013598,1981.7041074872834
greek,1898.0421818274483,1941.3343093704473,2150.058695623749,1877.0074148002395,1776.9570345792463,2338.920148463415,1949.1624054043966,2086.115936112683,1969.7600946559162,2017.6308298495442,2106.284793703818,1979.6251258468862,1947.297024704389,1998.58159483926,0.0,2224.7046452183395,2075.487273594743,1916.2318640541334,1891.150286336893,1881.2746203137665,1966.5926587078252,1719.1989185894845,2091.9546801167794,1945.9779621187265,2089.4584558041006,1977.5089169099872,1898.5893330474496,1724.2748322823911,1970.9147830071101,1916.5215097535972,2112.6379536742947,2056.43062399165,2255.198492970893,2153.882292830336,1827.3968460040417,2020.2870833764425,2178.1703561161544,1954.6600563244795,1749.6021470563746,1990.9885033365065,1916.9325321097888,1972.8719440089174,1914.1651651649859,1993.7125705825167,1951.404790697584,2016.9663487672672,2065.1225450845327,2031.5775906917622,1911.935813316822
korean,2105.610492440209,2197.9967919140186,2337.4430342348523,2170.692002937654,2136.3758362869567,1920.992588507889,2256.7234198545807,2226.0664389152057,2083.2540732440225,1912.4023978694725,2213.0091582960226,2245.9810632325807,2286.732268343978,2271.8762517721448,2224.7046452183395,0.0,2318.8597220734678,2177.9855396271305,2170.8295209084313,2194.9875571367384,2203.938441471973,2235.970509480282,2242.191633347332,2104.832163626801,2246.438409785035,2245.5118300406834,2214.502815712839,2149.202868171578,2284.231613852822,2165.226635517161,2298.714187568704,2270.799422779963,2304.11857024011,2220.522741745656,2200.8309303475535,2251.51242988679,2264.801631247902,2197.1315240092927,2154.2893764974015,2192.163433308498,2216.570496453321,2274.4412356678317,2176.2308068958805,2121.204606766193,2261.609961738572,2310.889350345114,2170.424805843567,2264.569388025415,2199.3974319012354
tamil,1815.915980042892,2081.722501506509,2025.157006099008,2008.5493946918264,1958.6405022317279,2354.319620840985,2118.923563680515,1905.4488283432179,1948.2520602447096,2041.2590623709498,1930.1007338060442,2160.779627117362,2164.6539592864215,2059.9626876711854,2075.487273594743,2318.8597220734678,0.0,1872.0735166277527,1833.8303127743768,1964.5050384869764,1977.5243163803154,1926.7958213438724,1992.1409682784056,1748.6990859342563,2103.829987553249,2009.204511652466,1975.2986714799908,1928.5349945490923,2099.9543192298743,1798.6514637882096,1872.0008576351718,1928.910473281409,2153.7226105880145,2157.372737185632,1862.8713681170252,1684.8530542185156,2047.6339024703823,2121.2409685166185,1970.158137538812,2087.212443519606,2094.576426791625,1922.7084723841504,1762.0227769753917,1871.9587847237417,2129.241327681462,2015.6211642318935,1971.623047620119,2009.0587663397835,1984.0304201418098
finnish,1901.729781181082,1952.9891419380492,2070.558233528711,1958.7440954318017,1916.2400497605622,2319.6388767618073,1916.040266964782,2036.1088698389601,1935.954836340485,2013.1767527923434,2035.824913679877,2025.6419133032196,1927.5110124059538,2048.136488357696,1916.2318640541334,2177.9855396271305,1872.0735166277527,0.0,1809.1633573250444,1865.619246717669,1774.2796468054473,1770.631816537377,1959.3574852965373,1914.2996159313407,2112.6217154812475,2016.0680835993082,1882.1222296073715,1880.272388081295,1995.5977040903178,1927.616407553247,2022.6387197494118,2000.7145845573687,2245.4584650150146,2076.3047061317397,1838.2825755803672,1881.044218831892,2130.240151104136,1958.9193574140918,1914.8576483542072,1902.6229416877256,1906.7552751249475,1939.9519919059076,1908.4747857432676,1954.4488973785608,2017.9753406645402,2015.4064845378466,2039.5216501136151,2037.949615957656,1955.1336539398985
basque,1621.906215884678,1808.7169979061086,2015.1848980500854,1642.9779220603907,1522.7601891417467,2171.066338010123,1915.93424671021,1966.4628317630704,1773.0327297775646,1930.3596811464981,1946.0874088093701,1884.1807387454382,1928.7085341374611,1974.4098827222326,1891.150286336893,2170.8295209084313,1833.8303127743768,1809.1633573250444,0.0,1728.9753233084796,1779.158231383074,1674.5283501763433,1914.7194451063272,1699.314803553485,1932.6331439043329,1908.4271270668555,1784.0741250850785,1532.2349548003563,1955.7527935435735,1700.7265387138616,1884.5657858796149,1881.0031901356851,2184.5291468847054,2016.115123702918,1523.9332634333496,1736.7956321467077,1979.239128892839,1848.6201874202884,1537.697819010127,1792.074789526328,1821.1518191083785,1608.0258087402513,1715.7640570871918,1790.698425378519,1791.6893118184855,1959.4833473254694,1952.461376911715,1838.6334347530924,1661.3535672169405
bosnian,1514.343281308155,1758.1173585513038,2244.7609535568145,1690.5274214508174,1637.5938610303551,2295.0358256655177,1392.0247278328484,2076.763111845725,1911.2649046028478,2039.7969833266504,2075.005381632178,1509.5013738528528,1932.9912697592108,2026.602390179639,1881.2746203137665,2194.9875571367384,1964.5050384869764,1865.619246717669,1728.9753233084796,0.0,1709.5276330594372,1560.0281598284737,1956.3609657187767,1813.1517690075157,2001.1563746123343,1990.531383141125,1787.9130204518508,1559.9531167300256,1930.1622478077763,1690.2564637992814,2082.3928900593664,2092.8267047486747,2298.6292006350113,2097.897348202374,1549.5311675528349,1920.8277246875261,2108.062083671942,1705.184419472377,1575.8441632783213,1664.0900330615634,901.4283419346586,1721.3044866132846,1670.8247512074013,1825.8189914621698,1830.6158798075146,2019.5122493268884,2010.6329363034904,1795.8164597499535,1638.2504440867922
swedish,1357.12756700286,1395.898469594364,2176.12320881541,1682.4082527325231,1652.835516402987,2356.8654529448368,1867.57120622162,2014.294493774278,1890.773278353518,2023.0864318301853,2081.6339732468755,1874.690292457449,1999.7301479679968,2042.745434330372,1966.5926587078252,2203.938441471973,1977.5243163803154,1774.2796468054473,1779.158231383074,1709.5276330594372,0.0,1798.4604532795333,1465.5167676375802,1798.188708319978,1971.024998723339,2024.8380352551212,1847.7906131834561,1599.1080121771208,1979.646783363479,1719.0353924732115,2027.8807515718677,2079.084402012343,2192.2724893607483,2050.4955225132258,1624.3473197707847,1893.9242834304926,2093.0462762182383,1341.4915662746246,1642.6465504439097,941.4224955327663,1806.1174900256335,1743.0479557041688,1623.575886996054,1777.3949577297526,1873.862071979677,2009.5545123843135,1998.1236315611893,1870.3553620626221,1634.7242425310221
lithuanian,1759.0591403577712,1849.1675994166508,2070.0437991373215,1823.4445764924455,1752.5419157623708,2270.3045265847477,1700.149837034186,2038.3713094404297,1852.8071780442415,2014.374909882962,2019.4208764366285,1801.4339872948028,1895.9205322940732,1889.6440030131696,1719.1989185894845,2235.970509480282,1926.7958213438724,1770.631816537377,1674.5283501763433,1560.0281598284737,1798.4604532795333,0.0,1977.9114166039458,1808.6132595617973,2054.7989059795373,1880.4701052043865,1743.5701900753772,1709.090861265489,1897.765179713996,1822.1062234181136,1993.3693126389715,2040.3429802787246,2222.119694641911,2089.6837770676157,1689.6813321214204,1881.9368003268683,2085.903824763038,1837.8241254682353,1744.6546848237736,1818.0337303450267,1646.445540191711,1831.7986253130243,1858.1664710304378,1870.1718580029496,1820.5711393044821,1947.2489043935655,2024.5434155484395,1840.7767886575186,1821.1487253938637
icelandic,1694.3431957880564,1781.9084904640372,2143.6034368201676,1984.2856080562551,1990.3400721294515,2322.5059095613115,2109.6521296450073,2092.6294617615445,2050.486929369878,2059.2761440822674,2079.196317471729,2149.602070174881,2125.2127942428688,2135.048413736451,2091.9546801167794,2242.191633347332,1992.1409682784056,1959.3574852965373,1914.7194451063272,1956.3609657187767,1465.5167676375802,1977.9114166039458,0.0,1958.6230290798537,2096.7566131751882,2076.9972523019087,2016.2767872265863,1926.6526474577315,2143.442810270618,1875.407632753869,2078.650121699501,2122.9295060634904,2280.8678268493554,2172.497823287594,1963.298171017739,1950.9793798558019,2158.39359330623,1745.5471098843502,1976.9712531620512,1521.7937916274075,2006.8311288821058,1989.0042961140077,1886.2029142907331,1947.0898559860038,2083.0052554537183,2114.430571913092,2095.0424649806464,1988.8655488775723,1992.6453031943436
filipino,1562.3775559778117,1938.5284910119854,2025.2910116173798,1885.3464715865457,1736.3536110111916,2271.549566517238,2050.280203714969,1826.5536708461887,1708.5255652682104,2011.5014084478212,1837.9012018053104,2006.6531253683183,2117.9265302392873,2041.5793815281347,1945.9779621187265,2104.832163626801,1748.6990859342563,1914.2996159313407,1699.314803553485,1813.1517690075157,1798.188708319978,1808.6132595617973,1958.6230290798537,0.0,1969.3610719263013,2000.5589648276675,1892.3136861589805,1753.2445911572918,1994.4697880870162,1671.8433929093426,1790.7304397548398,1864.2923020419141,2046.1047482668262,2048.514812003328,1770.19925005572,1707.239426995852,1892.4762366623484,1981.1602841000258,1776.9123109371276,1898.120883781281,2000.3125416976527,1741.9278501450071,1528.6761469806504,1590.9851321027113,2040.9001210425613,1983.9876504529395,1865.2845040339814,1969.3219504766398,1725.3865573889955
yoruba,1690.4041419025207,2074.463721786945,2293.218136243033,1903.5000538427419,1928.6472597517038,2333.324286908854,2200.5437744886494,2205.7580857016665,2088.477288565025,2141.265413923144,2070.0711394217583,2116.9619007867013,2245.422390794775,2194.076633672184,2089.4584558041006,2246.438409785035,2103.829987553249,2112.6217154812475,1932.6331439043329,2001.1563746123343,1971.024998723339,2054.7989059795373,2096.7566131751882,1969.3610719263013,0.0,2029.025125522134,2087.7763816859297,1883.2880762032164,2165.324624343518,1822.7051332472076,1932.4350727577958,2079.9807273247684,2350.433177745669,2258.3984177596335,1952.9086163313877,2079.153943126145,2079.587399006029,2006.3559535997044,1908.5388108381767,1951.951383598049,2091.7768145694527,1955.9863777053758,1808.5318483453684,1915.019942688718,2086.1087699213817,2271.6319891678804,2076.691792964491,1934.4748025745296,1867.131971725459
amharic,1858.5126833273964,2024.8567449273355,2057.2913052951494,1971.6377332674522,1986.5593474113844,2296.2261346656,2078.7678001203544,2160.4022460911583,1955.1570976359221,2115.825110325092,2019.8645180651656,2120.8235133389867,2114.6033735447086,2001.8790776726896,1977.5089169099872,2245.5118300406834,2009.204511652466,2016.0680835993082,1908.4271270668555,1990.531383141125,2024.8380352551212,1880.4701052043865,2076.9972523019087,2000.5589648276675,2029.025125522134,0.0,1852.270330144752,1985.0864903629827,2007.7116132908575,1921.8393489515497,1972.789204233165,2098.9741557290295,2258.0697778058375,2155.45379742246,1957.294154301484,2035.2308635066136,2086.929543560197,2039.5078815580391,2033.5330611967786,2008.151680037319,2069.306502749404,1983.7938972457453,1942.1165939742293,2004.8993702591965,2010.5915384842397,2111.737000906509,2133.5925363858987,1863.5139047234832,1953.6640014542597
georgian,1814.420709992398,1912.4919334539752,2027.8575831535793,1890.516479941857,1816.0582228659448,2290.002842008274,1858.9248708687037,2025.9410228728,1926.1260961062967,2044.4895519168324,2006.011686771859,2022.4969376323115,2047.5944004405515,1986.9361059779003,1898.5893330474496,2214.502815712839,1975.2986714799908,1882.1222296073715,1784.0741250850785,1787.9130204518508,1847.7906131834561,1743.5701900753772,2016.2767872265863,1892.3136861589805,2087.7763816859297,1852.270330144752,0.0,1795.559906984935,1884.701862116269,1863.5989116714418,1973.4263182736256,2026.441188270868,2232.0533116841943,1968.186213349001,1784.9277973547316,1878.3821072040396,2083.9073522283825,1944.2351646148518,1800.0914556030236,1830.301500990404,1871.2190979421762,1827.6947004746821,1871.2399672652562,1879.2563231738436,1846.5117735829274,1888.8227694573404,2045.6871627078767,1926.895610367139,1871.4660963902331
italian,1148.9810653102406,1605.3153541106367,2197.3441548675632,985.7987095043254,862.8045194364264,2266.5470359219266,1825.1950072290967,2013.6506323092674,1843.1727580436893,1961.9122051915,2033.0081460533668,1778.2125066256842,1929.4613041228522,1967.273447199659,1724.2748322823911,2149.202868171578,1928.5349945490923,1880.272388081295,1532.2349548003563,1559.9531167300256,1599.1080121771208,1709.090861265489,1926.6526474577315,1753.2445911572918,1883.2880762032164,1985.0864903629827,1795.559906984935,0.0,1993.9354648085882,1523.4207317640335,2036.6590825824173,2064.315733753343,2250.2227914192717,2089.8526444699846,1047.8300424107842,1951.5312320599814,2076.870929493184,1627.9355423632114,856.4830013893429,1595.615930170803,1698.7759990935708,1318.4423999431726,1545.7071151898463,1751.3098041118717,1642.6417587902329,2007.6492064655738,1911.439855142345,1785.94096538759,1293.0780269675981
uzbek,1989.8978020732307,2098.955771129086,2021.5046158922105,2050.749114127258,2011.0878187198668,2327.3570526532717,2001.70368085449,2099.0126858492554,2053.594796624555,2077.814811426159,2053.1693934962227,2095.993860941992,2107.863578280619,1718.208090661649,1970.9147830071101,2284.231613852822,2099.9543192298743,1995.5977040903178,1955.7527935435735,1930.1622478077763,1979.646783363479,1897.765179713996,2143.442810270618,1994.4697880870162,2165.324624343518,2007.7116132908575,1884.701862116269,1993.9354648085882,0.0,1967.3894021429098,2041.033791150597,2116.331413983143,2239.7407660413965,1949.187759392348,1979.2175609292226,1924.0702661650914,2047.5899481971458,2080.0370190384438,2010.2294675407343,2073.3511357635193,1990.416065499119,1960.6566748302903,1977.1795891714014,1976.5567159849672,2085.3231991913945,2009.6050645733587,2109.431965347574,1954.3640858360504,2063.299403897495
irish,1074.7734187158853,1686.4122086763296,2081.64591451728,1510.1055851347073,1568.0554905122258,2218.612607582378,1955.8740969508717,1924.7963274752371,1906.0169995245774,1965.680626075052,1910.7847861531816,1938.9257118538658,2045.6276746685426,2038.376637508336,1916.5215097535972,2165.226635517161,1798.6514637882096,1927.616407553247,1700.7265387138616,1690.2564637992814,1719.0353924732115,1822.1062234181136,1875.407632753869,1671.8433929093426,1822.7051332472076,1921.8393489515497,1863.5989116714418,1523.4207317640335,1967.3894021429098,0.0,1816.4956233327837,1931.0277994347227,2133.335291689584,2066.7597979386132,1529.8718024886277,1802.7551492119594,1935.5886092699604,1712.6731970267708,1525.647723490734,1691.8398680729822,1846.2209996082609,1581.2525578129903,1338.9985361962429,1670.190844210356,1848.9568407788543,1977.0912315465434,1772.4010406281154,1657.4497148335213,1562.3117718583417
hausa,1968.347605719737,2209.6884198496396,1923.427821642516,2097.8161211171873,2051.9395121403186,2319.047793243841,2233.042701768063,1946.699098581232,2001.7601371436065,2101.933822273143,1862.1025519589866,2204.4742210703944,2309.226687351954,2120.255187402172,2112.6379536742947,2298.714187568704,1872.0008576351718,2022.6387197494118,1884.5657858796149,2082.3928900593664,2027.8807515718677,1993.3693126389715,2078.650121699501,1790.7304397548398,1932.4350727577958,1972.789204233165,1973.4263182736256,2036.6590825824173,2041.033791150597,1816.4956233327837,0.0,1925.484826152603,2166.1619206112323,2192.060904468947,1999.178544713078,1724.9259203875374,1871.3030053817251,2194.1930260695012,2027.9654562106764,2173.847431835087,2166.973776274854,2030.8585920979087,1871.170191601841,1918.8158548273223,2238.8057823199097,2101.643066201897,2042.8471830592732,2003.2779806819913,2049.491576962485
maori,2008.0791776721087,2155.532880634068,2074.1750076367707,2103.8226250643706,2068.1396020096245,2315.7660588336157,2183.668577135573,1986.1666982552397,1987.3251858617919,1989.241643575718,1988.0988593821655,2202.022636938899,2278.4323905526458,2181.382797920768,2056.43062399165,2270.799422779963,1928.910473281409,2000.7145845573687,1881.0031901356851,2092.8267047486747,2079.084402012343,2040.3429802787246,2122.9295060634904,1864.2923020419141,2079.9807273247684,2098.9741557290295,2026.441188270868,2064.315733753343,2116.331413983143,1931.0277994347227,1925.484826152603,0.0,2163.2578819282394,2195.676580442166,2041.9443287619051,1813.2230421124052,2123.8173157620513,2183.4880956902493,2032.1861781607497,2191.9567336479327,2154.6340263072575,2087.6484415635364,1930.917871878342,1931.0656328894925,2156.0673499515365,2068.6498867760824,2023.2566088590902,2107.2703005313942,2087.3116167235503
